Ticker,Order Type,Price Move,Price Move(Actual),Limit,Stop,OrderShares,BoughtShares,SoldShares,BuyTarget,BuyTargetIndicator,BuyPrice,orderPricePct,SellPrice,Profit,Date,OrderTime,BuyTime,SellTime,Fill(m),Hold(m),PassedStop,PrematureReversalBailOut,NumOfIndicators,Indicators,Result
SCCO,Long,40 Min,5.0,208.23,207.23,23,0,0,207.48,Q|Y|W|D|D,0,57,0,0,2026-01-29,09:55:00,,,,,False,211.278775,3,"D r2, W r3, Q|Y|W|D|D",Order Rejected
CLS,Long,5 Min,2.0,300.75,299.75,16,0,0,300.0,Q|M|W|D,0,34,0,0,2026-01-29,09:43:00,,,,,False,307.42,6,"D s4, W pp1, Q pp1, Q|M|W|D, Q|M|W, Q|M",Cancelled(Order Timed)
COIN,Long,40 Min,9.0,200.86,199.86,25,0,0,200.11,M|W|D|D,0,44,0,0,2026-01-29,09:39:00,,,,,False,204.50125,2,"D s2, M|W|D|D",Order Rejected
BL,Long,5 Min,4.0,48.06,47.06,105,0,0,47.31,W s4,0,63,0,0,2026-01-29,09:43:00,,,,,False,48.66625,1,W s4,Cancelled(Order Timed)
CRWD,Long,5 Min,2.0,433.62,432.62,11,0,0,432.87,Q|Y|M|W|W,0,25,0,0,2026-01-29,09:43:00,,,,,False,440.43875,4,"W s2, M s2, Q|Y|M|W|W, Q|M|W|W",Cancelled(Order Timed)
NET,Long,40 Min,17.98,179.58,178.58,27,27.0,0,178.83,Y|M|W|W|D,178.6,68,0,0,2026-01-29,09:48:00,09:58:36,,10.6,,False,182.83749999999998,2,"Y|M|W|W|D, Y|M",Sold(Stop)
RBRK,Long,40 Min,15.0,58.96,57.96,85,0,0,58.21,W|W|D,0,69,0,0,2026-01-29,09:45:00,,,,,False,59.730000000000004,2,"D s4, W|W|D",Order Rejected
UUUU,Long,40 Min,35.0,24.93,23.93,203,0,0,24.18,Q|W|pdl,0,84,0,0,2026-01-29,09:59:00,,,,,False,25.041249999999998,6,"D s2, W pp1, Q r1, Q|W|pdl, Q|D, Q|W",Order Rejected
SHOP,Long,40 Min,14.0,138.61,137.61,35,0,0,137.86,Q|Y|M|W|pdl|D|D|D|D|D,0,71,0,0,2026-01-29,09:59:00,,,,,False,139.78,9,"pdl, D s1, M s2, Q s1, Y pp1, Q|Y|M|W|pdl|D|D|D|D|D, Q|Y|M|W|D|D|D, Q|Y|M, Q|Y",Order Rejected
OKLO,Long,40 Min,8.0,87.37,86.37,57,0,0,86.62,M|pdo|pdl|D,0,69,0,0,2026-01-29,09:58:00,,,,,False,88.587625,3,"pdo, M|pdo|pdl|D, M|pdl|D",Order Rejected
PLTR,Long,40 Min,19.0,149.38,148.38,33,0,0,148.63,Q|Y,0,63,0,0,2026-01-29,09:53:00,,,,,False,151.32,2,"Y pp1, Q|Y",Order Rejected
CRDO,Long,40 Min,6.0,129.68,128.68,38,0,0,128.93,Y pp1,0,80,0,0,2026-01-29,09:59:00,,,,,False,130.3875,1,Y pp1,Order Rejected
WDC,Long,40 Min,17.0,278.25,277.25,17,0,0,277.5,W r3,0,62,0,0,2026-01-29,09:47:00,,,,,False,282.15875,2,"D pp1, W r3",Order Rejected
ADSK,Long,40 Min,5.0,243.5,242.5,20,0,0,242.75,Y s1,0,47,0,0,2026-01-29,09:30:00,,,,,False,253.9475,2,"W s2, Y s1",Cancelled(Order Timed)
GOOGL,Long,40 Min,9.0,329.21,328.21,15,0,0,328.46,M|M|W|W|W|D|D|D,0,33,0,0,2026-01-29,09:47:00,,,,,False,335.35,9,"D s2, D s3, D s4, W pp1, M r1, M|M|W|W|W|D|D|D, M|M|W|W|W|D|D, M|W|W|D, M|M|W|W|W",Order Rejected
AEM,Long,40 Min,9.0,220.79,219.79,22,22.0,0,220.04,Q|Y|M|W|W|pdo|pdc|pdh|pdl|D|D|D|D,220.02,68,0,0,2026-01-29,09:35:00,10:02:01,,27.03,,False,223.4425,6,"pdo, D s1, W r1, M r4, Q|Y|M|W|W|pdo|pdc|pdh|pdl|D|D|D|D, Q|Y|M|W|W",Sold(Stop)
MRSH,Long,40 Min,16.0,178.89,177.89,28,0,0,178.14,W|W|W|W|pdo|pdc|pdh|pdl|D|D|D|D|D|D|D|D|D,0,61,0,0,2026-01-29,09:31:00,,,,,False,181.65625,12,"pdo, pdc, pdh, D pp1, D r1, W s1, W|W|W|W|pdo|pdc|pdh|pdl|D|D|D|D|D|D|D|D|D, W|W|W|W|pdc|pdh|pdl|D|D|D|D|D|D|D|D|D, W|W|W|W|W|pdh|pdl|D|D|D|D|D|D|D|D, W|W|W|W|W|pdl|D|D|D|D|D|D|D|D, W|W|W|W|D|D|D|D|D|D|D|D|D, W|W|W|W|W|D|D|D|D|D|D|D",Cancelled(Order Timed)
SHOP,Long,40 Min,25.0,137.94,136.94,35,0,0,137.19,Q|Y|M|W|D|D|D,0,88,0,0,2026-01-29,10:01:00,,,,,False,138.97625,3,"D s1, D s2, Q|Y|M|W|D|D|D",Order Rejected
UUUU,Long,40 Min,37.0,24.76,23.76,204,0,0,24.01,Q|W,0,79,0,0,2026-01-29,10:01:00,,,,,False,25.027749999999997,4,"D s2, Q r1, Q|D, Q|W",Order Rejected
CLS,Long,5 Min,3.0,301.32,300.32,16,0,0,300.57,Q|M|W,0,40,0,0,2026-01-29,10:00:00,,,,,False,306.45000000000005,5,"D s4, W pp1, Q pp1, Q|M|W, Q|M",Order Rejected
SNOW,Short,5 Min,2.0,202.75,203.75,24,0,0,203.5,Y|M|W|W|W|D|D,0,45,0,0,2026-01-29,09:47:00,,,,,False,197.22477500000002,4,"D s3, W s1, Y|M|W|W|W|D|D, Y|M|W|W",Order Cancelled
PANW,Long,40 Min,18.0,174.02,173.02,28,0,0,173.27,M s2,0,61,0,0,2026-01-29,09:59:00,,,,,False,176.0875,2,"W s2, M s2",Order Rejected
IONQ,Long,40 Min,27.98,43.74,42.74,114,0,0,42.99,W|D|D,0,76,0,0,2026-01-29,09:58:00,,,,,False,44.2475,3,"D s3, D s4, W|D|D",Order Rejected
APP,Long,40 Min,7.0,545.45,544.45,9,0,0,544.7,Q|Y|W|W|pdo|pdc|pdh|pdl|D|D|D,0,25,0,0,2026-01-29,09:47:00,,,,,False,558.342525,11,"pdo, pdc, pdl, D pp1, W pp1, Y pp1, Q|Y|W|W|pdo|pdc|pdh|pdl|D|D|D, Q|Y|W|pdc|pdh|pdl|D|D|D|D, Q|Y|W|pdl|D|D|D|D, Q|Y|W|D|D|D, Q|Y|W",Order Rejected
CVNA,Long,5 Min,2.0,419.37,418.37,11,0,0,418.62,M|W|D,0,47,0,0,2026-01-29,09:47:00,,,,,False,428.6325,3,"pdc, D pp1, M|W|D",Cancelled(Order Timed)
HON,Short,40 Min,22.0,225.02,226.02,22,22.0,0,225.77,Y|M|W|W|W|D|D,225.85,62,0,0,2026-01-29,09:47:00,10:04:00,,17.01,,False,218.76500000000001,3,"W r1, Y|M|W|W|W|D|D, Y|M|W|W",Sold(Stop)
ASTS,Short,5 Min,3.0,121.41,122.41,40,0,0,122.16,W|pdc|pdh|D,0,65,0,0,2026-01-29,09:48:00,,,,,False,117.23125,1,W|pdc|pdh|D,Cancelled(Order Timed)
V,Long,40 Min,5.0,324.1,323.1,15,0,0,323.35,Q|M|M|W|W|W|W|W|W|D|D|D,0,34,0,0,2026-01-29,09:33:00,,,,,False,329.3231,11,"pdl, D s1, D s2, D s3, D s4, W s1, W s2, Q|M|M|W|W|W|W|W|W|D|D|D, Q|M|W|W|W|W|W|W|W|D|D, Q|M|W|W|W|W|W|W|D, Q|M|M|W|W|W|W|W",Cancelled(Order Timed)
CRWV,Long,40 Min,34.0,102.07,101.07,49,0,0,101.32,M|W|D,0,69,0,0,2026-01-29,09:33:00,,,,,False,103.225,2,"D s1, M|W|D",Cancelled(Order Timed)
ALGM,Long,40 Min,13.0,36.13,35.13,140,0,0,35.38,M|W|W|D|D,0,59,0,0,2026-01-29,09:54:00,,,,,False,37.277499999999996,5,"pdh, D r1, D r2, W r2, M|W|W|D|D",Order Rejected
ACN,Long,40 Min,9.0,260.53,259.53,19,0,0,259.78,Q|M|M|W|W|D|D,0,29,0,0,2026-01-29,09:35:00,,,,,False,268.6475,7,"D s2, W s2, Q pp1, Q|M|M|W|W|D|D, Q|M|W|W, Q|M, Q|M",Cancelled(Order Timed)
DOCN,Long,40 Min,8.0,56.64,55.64,89,0,0,55.89,Q|M|W|D|D,0,66,0,0,2026-01-29,09:35:00,,,,,False,57.519999999999996,5,"D s2, W r1, Q r1, Q|M|W|D|D, Q|M|W",Order Cancelled
DAR,Short,40 Min,7.0,48.06,49.06,102,0,0,48.81,Q|W|W,0,57,0,0,2026-01-29,09:35:00,,,,,False,43.658750000000005,3,"W r3, Q r3, Q|W|W",Cancelled(Order Timed)
SHW,Short,40 Min,5.0,359.66,360.66,13,0,0,360.41,Q|Y|M|M|W|W|W|D,0,33,0,0,2026-01-29,09:35:00,,,,,False,347.38,10,"D r4, W r1, M r3, Y r1, Q|Y|M|M|W|W|D|D, Q|Y|M|M|W|W|W|D, Q|Y|M|M|W|W, Q|Y|M|M, Q|Y|M, Q|Y",Cancelled(Order Timed)
STX,Short,40 Min,11.0,457.71,458.71,10,0,0,458.46,Q|Y|pdh,0,31,0,0,2026-01-29,09:36:00,,,,,False,444.105,6,"D r1, Q r4, Y r2, Q|Y|pdh, Q|Y|D, Q|Y",Cancelled(Order Timed)
SBUX,Long,40 Min,18.0,93.72,92.72,53,0,0,92.97,W s1,0,63,0,0,2026-01-29,09:36:00,,,,,False,95.17,1,W s1,Order Cancelled
BX,Long,40 Min,5.0,142.52,141.52,35,0,0,141.77,M|M|W,0,76,0,0,2026-01-29,09:36:00,,,,,False,143.685,3,"D s3, W s2, M|M|W",Order Cancelled
NXT,Long,40 Min,6.0,114.96,113.96,43,0,0,114.21,M|W|pdl|D,0,66,0,0,2026-01-29,09:36:00,,,,,False,116.39750000000001,2,"M|W|pdl|D, M|W",Order Cancelled
MMYT,Long,40 Min,30.0,59.73,58.73,84,0,0,58.98,Y|W|D|D,0,59,0,0,2026-01-29,09:36:00,,,,,False,61.3275,3,"pdl, D s1, Y|W|D|D",Cancelled(Order Timed)
IBM,Long,40 Min,22.0,303.03,302.03,16,0,0,302.28,Q|M|M|M|W|W|W|W|D,0,20,0,0,2026-01-29,09:37:00,,,,,False,315.38375,7,"D r4, W r2, W r3, M pp1, Q|M|M|M|W|W|W|W|D, M|M|W|W, Q|M|M",Cancelled(Order Timed)
OKLO,Long,5 Min,4.0,86.59,85.59,57,0,0,85.84,M pp1,0,72,0,0,2026-01-29,10:01:00,,,,,False,87.2149,2,"pdl, M pp1",Order Rejected
CLS,Long,40 Min,6.0,297.17,296.17,16,16.0,0,296.42,Q pp1,296.41,73,0,0,2026-01-29,10:03:00,10:09:44,,6.75,,False,302.145,1,Q pp1,Sold(Limit)
AAOI,Long,40 Min,33.0,38.42,37.42,130,0,0,37.67,W|pdo|pdl,0,69,0,0,2026-01-29,10:03:00,,,,,False,39.8,3,"pdo, pdl, W|pdo|pdl",Order Rejected
NAMM,Long,40 Min,12.0,6.28,5.28,903,0,0,5.53,W r1,0,63,0,0,2026-01-29,09:40:00,,,,,False,6.4695,2,"D pp1, W r1",Order Cancelled
FSLR,Long,5 Min,4.0,216.28,215.28,23,0,0,215.53,Y|M|W,0,43,0,0,2026-01-29,09:56:00,,,,,False,220.08875,2,"W s4, Y|M|W",Cancelled(Order Timed)
DOCU,Long,40 Min,26.0,52.01,51.01,97,0,0,51.26,Q|M|W,0,69,0,0,2026-01-29,09:41:00,,,,,False,52.8825,3,"Q s3, Q|M|W, Q|M",Cancelled(Order Timed)
IP,Long,40 Min,14.0,39.83,38.83,125,0,0,39.08,M|M|M|W|W,0,69,0,0,2026-01-29,10:08:00,,,,,False,40.535000000000004,7,"D s4, W s3, M pp1, M|M|W|W|W|D, M|M|M|W|W, M|M|W, M|M",Order Rejected
UUUU,Long,40 Min,39.0,24.35,23.35,207,0,0,23.6,Q|D,0,66,0,0,2026-01-29,10:03:00,,,,,False,25.06,2,"D s2, Q|D",Order Rejected
BABA,Long,40 Min,22.0,176.76,175.76,27,0,0,176.01,Q|M|M|W|W|pdo|pdc|pdh|pdl|D|D|D|D|D|D|D,0,69,0,0,2026-01-29,10:01:00,,,,,False,178.0425,10,"pdo, pdc, pdl, D pp1, D s1, Q|M|M|W|W|pdo|pdc|pdh|pdl|D|D|D|D|D|D|D, Q|M|M|W|pdc|pdh|pdl|D|D|D|D|D|D|D, Q|M|M|W|pdl|D|D|D|D|D|D|D, Q|M|M|W|D|D|D|D|D|D|D, Q|M|M|W",Order Rejected
MOD,Short,5 Min,3.0,182.44,183.44,26,0,0,183.19,Q|Y|M,0,65,0,0,2026-01-29,09:58:00,,,,,False,175.48,2,"M r2, Q|Y|M",Cancelled(Order Timed)
AMD,Long,40 Min,13.0,248.58,247.58,20,0,0,247.83,M|M|W|D|D|D,0,34,0,0,2026-01-29,09:47:00,,,,,False,255.47135,6,"pdl, D s1, D s2, W pp1, M|W|pdl|D|D|D|D|D, M|M|W|D|D|D",Order Rejected
ASTS,Long,40 Min,7.0,114.78,113.78,43,0,0,114.03,M r2,0,64,0,0,2026-01-29,10:05:00,,,,,False,116.25605,3,"pdo, D s1, M r2",Order Rejected
CRM,Long,40 Min,5.0,209.91,208.91,23,0,0,209.16,W s3,0,64,0,0,2026-01-29,09:43:00,,,,,False,212.035,1,W s3,Cancelled(Order Timed)
VLO,Long,40 Min,18.0,187.63,186.63,26,0,0,186.88,Q|M|W|W|W|pdh|pdl|D|D|D|D|D|D,0,49,0,0,2026-01-29,09:54:00,,,,,False,190.45250000000001,6,"pdh, D r1, D r2, W pp1, Q|M|W|W|W|pdh|pdl|D|D|D|D|D|D, M|W|W|W",Order Rejected
LRCX,Long,5 Min,2.0,241.34,240.34,20,0,0,240.59,Q|W|pdo|pdc|pdh|pdl|D|D|D|D|D,0,44,0,0,2026-01-29,09:59:00,,,,,False,244.9125,6,"pdo, D pp1, Q|W|pdo|pdc|pdh|pdl|D|D|D|D|D, Q|W|pdh|pdl|D|D|D|D|D, Q|W|D|D|D|D|D, Q|W",Cancelled(Order Timed)
MSFT,Long,40 Min,14.0,423.36,422.36,11,0,0,422.61,Q|M|W|W,0,32,0,0,2026-01-29,09:44:00,,,,,False,435.1075,1,Q|M|W|W,Cancelled(Order Timed)
COIN,Long,40 Min,32.0,198.96,197.96,24,24.0,0,198.21,M|W|D|D,198.21,75,0,0,2026-01-29,10:02:00,10:14:07,,12.13,,False,201.3825,3,"D s3, M s2, M|W|D|D",Sold(Limit)
LVS,Long,40 Min,26.0,54.14,53.14,93,93.0,0,53.39,W s4,53.37,77,0,0,2026-01-29,09:52:00,10:12:54,,20.9,,False,54.5738,1,W s4,Sold(Stop)
MP,Long,40 Min,10.98,60.96,59.96,82,82.0,0,60.21,M|D,60.19,66,0,0,2026-01-29,09:41:00,10:10:18,,29.32,,False,62.525,2,"D s4, M|D",Sold(Stop)
LITE,Short,40 Min,5.0,399.84,400.84,12,0,0,400.59,D|D,0,43,0,0,2026-01-29,09:47:00,,,,,False,383.9975,2,"D r2, D|D",Cancelled(Order Timed)
SNDK,Short,40 Min,7.0,548.68,549.68,9,0,0,549.43,Q|D|D,0,25,0,0,2026-01-29,09:47:00,,,,,False,526.853575,2,"D r2, Q|D|D",Cancelled(Order Timed)
TXN,Short,40 Min,32.0,219.27,220.27,22,0,0,220.02,Q|Y|W|D|D,0,51,0,0,2026-01-29,09:47:00,,,,,False,212.275625,4,"D r1, Q r3, Q|Y|W|D|D, Q|Y",Cancelled(Order Timed)
ORCL,Long,40 Min,20.0,162.48,161.48,30,30.0,0,161.73,W s2,161.72,55,0,0,2026-01-29,09:53:00,10:14:06,,21.1,,False,165.5925,1,W s2,Sold(Limit)
LUV,Short,40 Min,35.0,46.08,47.08,106,0,0,46.83,Q|W,0,57,0,0,2026-01-29,09:47:00,,,,,False,41.60374999999999,2,"Q r1, Q|W",Cancelled(Order Timed)
AVGO,Short,40 Min,20.0,339.0,340.0,14,0,0,339.75,W|pdh|D|D|D,0,39,0,0,2026-01-29,09:47:00,,,,,False,327.78499999999997,6,"pdh, D r1, D r2, W r1, W|pdh|D|D|D, W|D|D",Cancelled(Order Timed)
MU,Short,40 Min,5.0,455.36,456.36,10,0,0,456.11,Q|Y|W|D|D,0,19,0,0,2026-01-29,09:47:00,,,,,False,436.18387500000006,5,"D r2, Y r2, Y|W|D|D, Q|Y|W|D|D, Y|W",Cancelled(Order Timed)
PAAS,Long,40 Min,19.0,64.25,63.25,78,78.0,0,63.5,Y|M|W|pdl|D|D|D,63.5,57,0,0,2026-01-29,09:47:00,10:17:05,,30.1,,False,65.83500000000001,3,"D s1, Y|M|W|pdl|D|D|D, Y|M",Sold(Stop)
BE,Short,40 Min,11.0,166.75,167.75,29,0,0,167.5,W|W|pdh|D|D,0,54,0,0,2026-01-29,09:48:00,,,,,False,159.9175,3,"pdh, W|pdc|pdh|D|D, W|W|pdh|D|D",Cancelled(Order Timed)
MA,Long,40 Min,15.0,512.11,511.11,9,0,0,511.36,Q|M|M|W|W|W|W|D|D|D,0,47,0,0,2026-01-29,09:48:00,,,,,False,527.25,14,"pdl, D s1, D s2, D s3, D s4, W s1, W s2, M s2, Q|M|M|W|W|W|W|D|D|D, Q|M|M|W|W|W|W|D|D, Q|M|M|W|W|W|W|W|D, Q|M|M|W|W|W, Q|M|M|W|W|W, Q|M|M",Cancelled(Order Timed)
MP,Long,40 Min,39.0,60.16,59.16,81,0,0,59.41,M r1,0,78,0,0,2026-01-29,10:19:00,,,,,False,60.585,1,M r1,Order Rejected
CEG,Short,40 Min,5.0,297.14,298.14,16,0,0,297.89,M|W|W|D|D|D,0,34,0,0,2026-01-29,09:49:00,,,,,False,286.756775,5,"D r2, D r3, W r1, M|W|W|D|D|D, M|W|W",Cancelled(Order Timed)
FIGR,Long,40 Min,22.0,60.36,59.36,83,83.0,0,59.61,Y r2,59.48,68,0,0,2026-01-29,09:53:00,10:19:32,,26.55,,False,62.264325,2,"D s2, Y r2",Sold(Stop)
TSLA,Long,40 Min,17.0,417.38,416.38,11,0,0,416.63,M|W|W|D,0,25,0,0,2026-01-29,09:50:00,,,,,False,428.3725,6,"D s3, D s4, M s1, M|W|D|D, M|W|W|D, M|W",Cancelled(Order Timed)
VRT,Short,40 Min,9.0,197.51,198.51,25,0,0,198.26,Q|W|W|D|D|D,0,70,0,0,2026-01-29,09:50:00,,,,,False,192.19374999999997,1,Q|W|W|D|D|D,Cancelled(Order Timed)
NAMM,Long,40 Min,38.0,5.52,4.52,1023,0,0,4.77,pdo|D,0,60,0,0,2026-01-29,10:17:00,,,,,False,5.77625,2,"D s1, pdo|D",Order Rejected
LBRT,Short,40 Min,20.0,26.68,27.68,181,0,0,27.43,M|W,0,59,0,0,2026-01-29,09:51:00,,,,,False,22.659999999999997,3,"W r4, M r4, M|W",Order Cancelled
INOD,Short,40 Min,9.0,63.35,64.35,77,0,0,64.1,Q pp1,0,77,0,0,2026-01-29,09:52:00,,,,,False,59.204825,2,"W r1, Q pp1",Cancelled(Order Timed)
AMZN,Long,40 Min,19.0,236.18,235.18,21,0,0,235.43,Q|M|M|W|W|W|D|D|D,0,43,0,0,2026-01-29,09:53:00,,,,,False,239.975,3,"D s2, W pp1, Q|M|M|W|W|W|D|D|D",Cancelled(Order Timed)
TEAM,Short,40 Min,9.0,120.01,121.01,41,0,0,120.76,W s1,0,64,0,0,2026-01-29,09:54:00,,,,,False,114.18875,1,W s1,Order Cancelled
APH,Short,40 Min,15.0,152.37,153.37,32,0,0,153.12,M r2,0,51,0,0,2026-01-29,09:54:00,,,,,False,145.81125000000003,3,"D r1, W pp1, M r2",Cancelled(Order Timed)
FCX,Long,40 Min,27.98,65.63,64.63,76,0,0,64.88,Q|W|W|D|D,0,62,0,0,2026-01-29,09:58:00,,,,,False,67.09875,3,"pdh, D r1, Q|W|W|D|D",Order Rejected
JPM,Short,40 Min,31.0,308.94,309.94,16,0,0,309.69,Q|Q|M|M|W|W,0,36,0,0,2026-01-29,09:55:00,,,,,False,299.5875,5,"D r4, W r2, Q pp1, Q|Q|M|M|W|W, Q|M",Cancelled(Order Timed)
B,Long,40 Min,38.0,51.73,50.73,95,0,0,50.98,Q|M|W|W|W|W|pdl|D|D|D|D,0,69,0,0,2026-01-29,10:22:00,,,,,False,52.536249999999995,4,"pdl, D s2, Q|M|W|W|W|W|pdl|D|D|D|D, M|W|W|W|D|D|D",Order Rejected
BABA,Long,40 Min,36.0,175.14,174.14,27,0,0,174.39,Q|M|M|W|pdl|D|D|D|D|D|D|D,0,67,0,0,2026-01-29,10:14:00,,,,,False,177.305,6,"pdl, D s1, Q|M|M|W|pdl|D|D|D|D|D|D|D, Q|M|M|W|D|D|D|D|D|D|D, Q|M|M|W|D|D|D|D|D, Q|M|M|W",Order Rejected
AMAT,Long,40 Min,6.0,327.7,326.7,15,0,0,326.95,W|W|D|D|D,0,24,0,0,2026-01-29,09:59:00,,,,,False,337.0475,3,"D s1, D s2, W|W|D|D|D",Cancelled(Order Timed)
ADBE,Long,40 Min,18.0,282.79,281.79,17,0,0,282.04,Y|M,0,41,0,0,2026-01-29,09:59:00,,,,,False,287.0425,4,"W s2, W s3, M s3, Y|M",Cancelled(Order Timed)
CMCSA,Short,40 Min,29.0,29.79,30.79,161,0,0,30.54,Y|W|W|D,0,64,0,0,2026-01-29,09:59:00,,,,,False,26.096249999999998,4,"D r4, W r1, W r2, Y|W|W|D",Cancelled(Order Timed)
FCX,Long,40 Min,35.0,64.65,63.65,76,0,0,63.9,Q|W|W|W|pdo|pdc|pdh|pdl|D|D|D|D,0,71,0,0,2026-01-29,10:27:00,,,,,False,65.383175,8,"pdo, pdc, D pp1, W r2, Q r2, Q|W|W|W|pdo|pdc|pdh|pdl|D|D|D|D, Q|W|W|pdc|pdh|pdl|D|D|D, Q|W|W|D|D|D",Order Rejected
NVDA,Long,40 Min,26.0,188.29,187.29,26,0,0,187.54,Q|M|W|W|D|D|D,0,53,0,0,2026-01-29,10:00:00,,,,,False,190.6925,5,"D s2, D s3, Q|M|W|W|D|D|D, Q|M|W|W|D|D, Q|M",Cancelled(Order Timed)
NOW,Long,40 Min,29.98,113.49,112.49,43,0,0,112.74,Y s1,0,57,0,0,2026-01-29,10:00:00,,,,,False,115.64250000000001,1,Y s1,Cancelled(Order Timed)
