Ticker,Order Type,Price Move,Price Move(Actual),Limit,Stop,OrderShares,BoughtShares,SoldShares,BuyTarget,BuyTargetIndicator,BuyPrice,orderPricePct,SellPrice,Profit,Date,OrderTime,BuyTime,SellTime,Fill(m),Hold(m),PassedStop,PrematureReversalBailOut,NumOfIndicators,Indicators,Result
TSM,Long,40 Min,29.0,333.74,332.74,14,0,0,332.99,Q|Q|M|W|W|W|D|D,0,36,0,0,2026-01-29,10:07:00,,,,,False,338.56,7,"D s3, D s4, W pp1, W s1, Q|Q|M|W|W|W|D|D, Q|M|M|W|W|W|D, Q|Q|M|W|W|W",Order Rejected
UEC,Long,40 Min,38.0,18.85,17.85,270,270.0,0,18.1,Y|D,18.1,77,0,0,2026-01-29,10:08:00,10:22:59,,14.99,,False,18.9625,2,"D s3, Y|D",Sold(Stop)
PLTR,Long,40 Min,13.0,147.81,146.81,33,0,0,147.06,Q|Y|M|W,0,55,0,0,2026-01-29,10:01:00,,,,,False,150.1275,4,"D s3, Q s1, Q|Y|M|W, Q|Y|M",Cancelled(Order Timed)
MSTR,Long,40 Min,16.0,146.37,145.37,33,33.0,0,145.62,W|W|D|D,145.57,63,0,0,2026-01-29,10:12:00,10:31:37,,19.63,,False,148.18625,2,"D s3, W|W|D|D",Sold(Stop)
GOOGL,Long,40 Min,6.0,317.87,316.87,15,0,0,317.12,M|M|W|W,0,22,0,0,2026-01-29,10:02:00,,,,,False,329.8175,4,"D s4, W s1, M|W|W|D, M|M|W|W",Cancelled(Order Timed)
B,Long,40 Min,28.0,51.11,50.11,96,0,0,50.36,Q|M|W|W|W|D|D,0,71,0,0,2026-01-29,10:28:00,,,,,False,51.755024999999996,10,"D s2, D s3, W pp1, W s1, M r2, Q r1, Q|M|W|W|W|D|D, Q|M|W|W|W|D|D, Q|M|W|W|W, Q|M",Order Rejected
GLW,Long,40 Min,15.0,101.38,100.38,48,0,0,100.63,M|W|W|W|D|D,0,65,0,0,2026-01-29,10:13:00,,,,,False,102.89275,3,"D s1, W r3, M|W|W|W|D|D",Order Rejected
HOOD,Long,40 Min,33.0,100.1,99.1,49,0,0,99.35,Y|M|W|W|W|D|D,0,63,0,0,2026-01-29,10:03:00,,,,,False,101.6625,4,"D s2, Y pp1, Y|M|W|W|W|D|D, Y|M|W",Cancelled(Order Timed)
NEM,Long,40 Min,11.0,126.69,125.69,38,0,0,125.94,Q|Y|M|W|W|D|D|D,0,66,0,0,2026-01-29,10:27:00,,,,,False,128.095,5,"D s2, D s3, Q|Y|M|W|W|D|D|D, Q|Y|M|W|W, Q|Y|M",Order Rejected
BE,Long,40 Min,14.0,155.12,154.12,31,0,0,154.37,Y|M|W,0,58,0,0,2026-01-29,10:20:00,,,,,False,157.68,2,"W r1, Y|M|W",Order Rejected
APLD,Long,40 Min,38.0,37.48,36.48,133,0,0,36.73,Q|W|D,0,59,0,0,2026-01-29,10:05:00,,,,,False,38.54845,3,"D s2, Q r1, Q|W|D",Cancelled(Order Timed)
IREN,Long,40 Min,15.0,57.96,56.96,85,0,0,57.21,D|D,0,58,0,0,2026-01-29,10:05:00,,,,,False,59.225,2,"D s2, D|D",Cancelled(Order Timed)
CVNA,Long,40 Min,33.0,409.55,408.55,12,0,0,408.8,Q|W|pdc|D,0,20,0,0,2026-01-29,10:05:00,,,,,False,425.413775,2,"pdc, Q|W|pdc|D",Cancelled(Order Timed)
SHOP,Long,40 Min,30.0,138.12,137.12,35,0,0,137.37,Q s1,0,86,0,0,2026-01-29,10:06:00,,,,,False,139.19,1,Q s1,Cancelled(Order Timed)
CRWV,Long,40 Min,9.0,100.02,99.02,49,0,0,99.27,W r1,0,62,0,0,2026-01-29,10:06:00,,,,,False,101.9025,1,W r1,Cancelled(Order Timed)
AAPL,Long,40 Min,36.0,248.65,247.65,19,0,0,247.9,Q|Y|M|M|W|W|W|D|D,0,27,0,0,2026-01-29,10:07:00,,,,,False,256.223125,11,"D s2, D s3, D s4, W pp1, Q s1, Q|M|W|W|W|D|D|D, Q|Y|M|M|W|W|W|D|D, Q|Y|M|M|W|W|W|D, Q|Y|M|M|W|W|W, Q|M, Q|Y",Cancelled(Order Timed)
IP,Long,40 Min,13.0,39.18,38.18,126,0,0,38.43,M|M|W,0,62,0,0,2026-01-29,10:13:00,,,,,False,40.0675,2,"M|M|W, M|M",Order Rejected
FCX,Long,40 Min,35.0,64.13,63.13,76,0,0,63.38,Q|W|W|pdc|pdh|pdl|D|D|D,0,70,0,0,2026-01-29,10:31:00,,,,,False,65.01249999999999,5,"pdc, D pp1, Q r2, Q|W|W|pdc|pdh|pdl|D|D|D, Q|W|W|D|D|D",Order Rejected
IBM,Long,40 Min,39.0,301.7,300.7,16,0,0,300.95,Q|M|M|W|W|W|W|D|D,0,29,0,0,2026-01-29,10:09:00,,,,,False,312.7025,8,"D r3, D r4, W r1, W r2, M pp1, Q|M|M|W|W|W|W|D|D, Q|M|M|W|W, Q|M|M",Cancelled(Order Timed)
INDO,Long,5 Min,1.0,4.67,3.67,1245,0,0,3.92,M|W|D,0,57,0,0,2026-01-29,10:24:00,,,,,False,4.45135,7,"D s3, D s4, W s1, M r3, Q r3, M|W|D, M|W",Order Cancelled
AMD,Long,40 Min,20.0,244.69,243.69,19,0,0,243.94,M|W|D|D|D,0,46,0,0,2026-01-29,10:28:00,,,,,False,248.3875,2,"D s2, M|W|D|D|D",Order Rejected
NEM,Long,40 Min,11.0,125.47,124.47,38,0,0,124.72,Q|Y|M|W|W|D|D,0,65,0,0,2026-01-29,10:35:00,,,,,False,126.86775,6,"D s3, Q r2, Y r1, Q|Y|M|W|W|D|D, Q|Y|M, Q|Y",Order Rejected
B,Long,40 Min,27.0,50.85,49.85,96,0,0,50.1,Q|M|W|W|W|D|D,0,72,0,0,2026-01-29,10:34:00,,,,,False,51.455,7,"D s3, W s1, M r2, Q r1, Q|M|W|W|W|D|D, Q|M|W|W, Q|M",Order Rejected
NEM,Long,40 Min,15.0,125.12,124.12,38,0,0,124.37,Q r2,0,84,0,0,2026-01-29,10:41:00,,,,,False,125.83527500000001,1,Q r2,Order Rejected
LRCX,Long,40 Min,18.0,240.44,239.44,20,20.0,0,239.69,Q|W|W|pdc|pdh|pdl|D|D|D|D|D,239.67,56,0,0,2026-01-29,10:16:00,10:41:34,,25.57,,False,243.345,6,"pdo, pdc, D pp1, Q r3, Q|W|W|pdc|pdh|pdl|D|D|D|D|D, Q|W|D|D|D|D|D",Sold(Stop)
COIN,Long,40 Min,22.0,196.79,195.79,24,0,0,196.04,M s2,0,55,0,0,2026-01-29,10:17:00,,,,,False,199.35500000000002,2,"D s4, M s2",Order Rejected
BE,Long,40 Min,8.0,152.2,151.2,31,0,0,151.45,Y r1,0,63,0,0,2026-01-29,10:40:00,,,,,False,153.73,1,Y r1,Order Rejected
TSLA,Long,40 Min,33.0,418.84,417.84,11,0,0,418.09,M s1,0,37,0,0,2026-01-29,10:22:00,,,,,False,425.32,3,"D s3, D s4, M s1",Order Rejected
MSFT,Long,40 Min,25.0,413.52,412.52,11,0,0,412.77,Q|W,0,26,0,0,2026-01-29,10:16:00,,,,,False,428.157275,3,"W s3, Q s2, Q|W",Cancelled(Order Timed)
CRM,Long,40 Min,19.0,207.23,206.23,23,0,0,206.48,Q|Y|M|W|W,0,41,0,0,2026-01-29,10:16:00,,,,,False,211.1575,1,Q|Y|M|W|W,Cancelled(Order Timed)
MSTR,Long,40 Min,22.0,143.01,142.01,33,0,0,142.26,M|W|D,0,57,0,0,2026-01-29,10:33:00,,,,,False,145.59375,3,"D s4, W s3, M|W|D",Order Rejected
NVDA,Long,40 Min,34.0,186.87,185.87,25,0,0,186.12,Q|M|W|W|W|D,0,55,0,0,2026-01-29,10:32:00,,,,,False,189.03125,5,"D s4, W pp1, Q|M|W|W|D|D, Q|M|W|W|W|D, Q|M",Order Rejected
SNDK,Long,40 Min,6.0,513.51,512.51,9,0,0,512.76,W|D,0,26,0,0,2026-01-29,10:19:00,,,,,False,524.190025,2,"D s1, W|D",Cancelled(Order Timed)
AVGO,Long,40 Min,13.0,318.05,317.05,15,0,0,317.3,M|W|D|D,0,24,0,0,2026-01-29,10:19:00,,,,,False,327.27875,2,"D s2, M|W|D|D",Cancelled(Order Timed)
MU,Long,40 Min,11.0,421.42,420.42,11,0,0,420.67,M|W|pdl|D|D|D,0,28,0,0,2026-01-29,10:19:00,,,,,False,431.7045,8,"pdo, pdl, D s1, W r1, M r4, M|W|pdl|D|D|D, M|W|D|D, M|W",Cancelled(Order Timed)
APH,Long,40 Min,38.0,146.19,145.19,33,0,0,145.44,Q|M|W|W|pdc|D,0,57,0,0,2026-01-29,10:36:00,,,,,False,148.2275,7,"pdc, D pp1, W s1, Q r1, Q|M|W|W|pdc|D, Q|M|W|W|D, Q|M",Order Rejected
AMD,Long,40 Min,9.0,242.32,241.32,19,0,0,241.57,M|W|W|D|D,0,46,0,0,2026-01-29,10:41:00,,,,,False,245.4675,3,"D s3, M r2, M|W|W|D|D",Order Rejected
APH,Long,40 Min,19.0,146.09,145.09,32,0,0,145.34,Q|M|W|W|D,0,78,0,0,2026-01-29,10:53:00,,,,,False,146.79125,3,"M r1, Q|M|W|W|D, Q|M|W",Order Rejected
KGC,Long,40 Min,30.0,35.98,34.98,137,0,0,35.23,Q|Y|M|W|D,0,68,0,0,2026-01-29,10:27:00,,,,,False,36.6275,10,"D s4, W s1, M r4, Y r1, Y|M|W|W|D|D, Q|Y|M|W|D, Y|M|W|W, Q|Y|M|W, Q|Y|M, Q|Y",Order Rejected
STX,Short,40 Min,5.0,462.97,463.97,10,0,0,463.72,Q|Y|D,0,17,0,0,2026-01-29,10:25:00,,,,,False,441.4125,5,"D r1, Q r4, Y r2, Q|Y|D, Q|Y",Cancelled(Order Timed)
ORCL,Long,40 Min,36.0,159.73,158.73,30,0,0,158.98,W|D|D,0,53,0,0,2026-01-29,10:28:00,,,,,False,162.725,2,"D s3, W|D|D",Cancelled(Order Timed)
TSM,Long,40 Min,20.0,326.78,325.78,14,0,0,326.03,Q|M|M|W|W|W|D,0,27,0,0,2026-01-29,10:33:00,,,,,False,334.1925,6,"D s4, W s1, Q r1, Q|M|M|W|W|W|D, Q|M|M|W|W, Q|M",Cancelled(Order Timed)
GOOGL,Long,40 Min,21.0,325.06,324.06,14,0,0,324.31,M|W|W|D,0,46,0,0,2026-01-29,10:34:00,,,,,False,328.39,3,"D s4, W s1, M|W|W|D",Cancelled(Order Timed)
MU,Long,5 Min,2.0,407.47,406.47,11,0,0,406.72,M|W|D|D,0,14,0,0,2026-01-29,10:51:00,,,,,False,422.677525,3,"pdl, D s2, M|W|D|D",Cancelled(Order Timed)
FIGR,Long,5 Min,4.0,57.72,56.72,82,0,0,56.97,Q|W,0,67,0,0,2026-01-29,10:53:00,,,,,False,58.18,2,"W s1, Q|W",Cancelled(Order Timed)
FCX,Long,40 Min,26.0,62.89,61.89,77,0,0,62.14,Q|Y|M|W|W,0,61,0,0,2026-01-29,10:41:00,,,,,False,64.41874999999999,5,"pdl, D s1, W r1, Q r2, Q|Y|M|W|W",Cancelled(Order Timed)
B,Long,40 Min,28.0,49.98,48.98,97,0,0,49.23,Q|M|W|W|W|W|D,0,60,0,0,2026-01-29,10:42:00,,,,,False,51.1375,3,"W s1, Q|M|W|W|W|W|D, Q|M|W|W",Cancelled(Order Timed)
PAAS,Long,40 Min,28.0,60.97,59.97,79,0,0,60.22,Q|W|W|D|D,0,67,0,0,2026-01-29,10:43:00,,,,,False,61.915000000000006,3,"D s3, Q r1, Q|W|W|D|D",Cancelled(Order Timed)
OKLO,Long,40 Min,36.0,83.11,82.11,57,0,0,82.36,W s1,0,59,0,0,2026-01-29,10:45:00,,,,,False,84.96625,1,W s1,Cancelled(Order Timed)
NEM,Long,40 Min,19.02,123.28,122.28,38,0,0,122.53,Q|Y|W|W|D,0,60,0,0,2026-01-29,10:45:01,,,,,False,125.7425,2,"Q|Y|W|W|D, Q|Y|W|W",Cancelled(Order Timed)
TSLA,Long,40 Min,11.0,405.62,404.62,11,0,0,404.87,M|W|W,0,17,0,0,2026-01-29,10:46:00,,,,,False,419.24,2,"W s2, M|W|W",Cancelled(Order Timed)
MSFT,Long,40 Min,22.0,412.66,411.66,11,0,0,411.91,Q s2,0,18,0,0,2026-01-29,10:48:00,,,,,False,426.245,2,"W s3, Q s2",Cancelled(Order Timed)
MSTR,Long,40 Min,17.0,141.11,140.11,33,0,0,140.36,M s1,0,61,0,0,2026-01-29,10:49:00,,,,,False,142.80625,1,M s1,Cancelled(Order Timed)
BABA,Long,40 Min,22.0,171.6,170.6,27,0,0,170.85,M|W|D|D,0,63,0,0,2026-01-29,10:49:00,,,,,False,173.2825,5,"D s3, D s4, M r2, M|W|D|D, M|W|D",Cancelled(Order Timed)
CRWV,Long,40 Min,23.0,98.37,97.37,48,0,0,97.62,Q|Y|W,0,57,0,0,2026-01-29,10:50:00,,,,,False,100.225375,1,Q|Y|W,Cancelled(Order Timed)
BE,Long,40 Min,15.0,149.54,148.54,31,0,0,148.79,Y|W|D,0,61,0,0,2026-01-29,10:50:00,,,,,False,151.70999999999998,2,"D s2, Y|W|D",Cancelled(Order Timed)
AAPL,Long,40 Min,24.0,248.38,247.38,19,0,0,247.63,Q|Y|M|M|W|W|W|D,0,29,0,0,2026-01-29,10:50:00,,,,,False,255.1625,8,"D s3, W pp1, Q s1, Q|Y|M|M|W|W|W|D, Q|Y|M|M|W|W|W, Q|M, Q|Y|M, Q|Y",Cancelled(Order Timed)
AVGO,Long,40 Min,12.0,310.06,309.06,15,0,0,309.31,M s1,0,22,0,0,2026-01-29,10:51:00,,,,,False,322.7125,2,"D s3, M s1",Cancelled(Order Timed)
IREN,Long,40 Min,25.0,56.5,55.5,85,0,0,55.75,M r2,0,58,0,0,2026-01-29,10:51:00,,,,,False,57.883874999999996,2,"D s3, M r2",Cancelled(Order Timed)
NVDA,Long,40 Min,25.0,185.3,184.3,25,0,0,184.55,Q|M|W|W,0,59,0,0,2026-01-29,10:51:00,,,,,False,187.14625,3,"W pp1, M pp1, Q|M|W|W",Cancelled(Order Timed)
ACN,Long,5 Min,2.0,256.1,255.1,18,0,0,255.35,Q|M|W|W|W|D|D,0,25,0,0,2026-01-29,11:06:00,,,,,False,262.05499999999995,7,"D s3, W s3, M s1, Q|M|W|W|W|D|D, M|W|W|D, Q|M|W|W, Q|M",Cancelled(Order Timed)
SNDK,Long,40 Min,5.0,496.19,495.19,9,0,0,495.44,Q|pdo|pdl|D|D,0,28,0,0,2026-01-29,10:53:00,,,,,False,514.538525,5,"pdo, pdl, D s1, Q|pdo|pdl|D|D, Q|pdl|D|D",Cancelled(Order Timed)
APH,Long,40 Min,21.0,145.24,144.24,32,0,0,144.49,Q|M|W,0,67,0,0,2026-01-29,10:55:00,,,,,False,146.6825,2,"M r1, Q|M|W",Cancelled(Order Timed)
MU,Short,5 Min,2.0,431.6,432.6,11,0,0,432.35,M|W|W|pdc|pdh|D|D|D,0,21,0,0,2026-01-29,11:11:00,,,,,False,416.924375,4,"pdc, D pp1, M|W|W|pdc|pdh|D|D|D, M|W|W|D|D|D",Cancelled(Order Timed)
IBM,Short,40 Min,9.0,319.63,320.63,14,0,0,320.38,Q|M|M|W,0,24,0,0,2026-01-29,10:57:00,,,,,False,306.39625,2,"W r4, Q|M|M|W",Cancelled(Order Timed)
AMD,Long,40 Min,22.0,239.04,238.04,19,0,0,238.29,M|W|D,0,46,0,0,2026-01-29,11:01:00,,,,,False,242.9975,2,"D s4, M|W|D",Cancelled(Order Timed)
WDC,Short,5 Min,2.0,282.85,283.85,17,0,0,283.6,Q|Y|W|W|pdh|D|D,0,28,0,0,2026-01-29,11:21:00,,,,,False,274.32,3,"pdh, D r1, Q|Y|W|W|pdh|D|D",Cancelled(Order Timed)
SNDK,Long,5 Min,2.0,518.9,517.9,9,0,0,518.15,W r1,0,13,0,0,2026-01-29,11:27:00,,,,,False,532.54,2,"D pp1, W r1",Cancelled(Order Timed)
KXIN,Short,40 Min,9.0,15.14,16.14,304,0,0,15.89,W|D,0,76,0,0,2026-01-29,11:43:00,,,,,False,12.357500000000002,3,"D pp1, W r2, W|D",Order Rejected
GOOGL,Short,40 Min,33.0,335.71,336.71,14,0,0,336.46,Q|M|M|W|W|W|pdh|pdl|D|D|D|D|D|D|D|D,0,30,0,0,2026-01-29,11:13:00,,,,,False,325.2825,17,"pdo, pdc, pdh, D pp1, D r1, D r2, W r1, W r2, M r2, M|M|W|W|W|pdo|pdc|pdh|pdl|D|D|D|D|D|D|D|D, M|M|W|W|W|pdc|pdh|pdl|D|D|D|D|D|D|D|D, Q|M|M|W|W|W|pdh|pdl|D|D|D|D|D|D|D|D, M|M|W|W|W|D|D|D|D|D|D|D|D|D, Q|M|W|W|W|D|D|D|D|D|D|D, M|M|W|W|W|D|D|D|D|D|D, Q|M|W|W|W|D|D|D|D, M|M|W|W",Cancelled(Order Timed)
TSLA,Short,40 Min,8.0,430.89,431.89,11,0,0,431.64,Q|M|W|W|pdo|pdc|pdh|pdl|D|D|D|D|D|D|D|D,0,30,0,0,2026-01-29,11:18:00,,,,,False,415.20125,16,"pdo, pdc, pdh, pdl, D pp1, D r1, D s1, W s1, Q|M|W|W|pdo|pdc|pdh|pdl|D|D|D|D|D|D|D|D, Q|M|W|W|pdc|pdh|pdl|D|D|D|D|D|D|D|D, Q|W|W|pdh|pdl|D|D|D|D|D|D|D, Q|M|W|W|pdl|D|D|D|D|D|D|D|D, Q|W|W|D|D|D|D|D|D|D, Q|W|W|D|D|D|D|D|D, M|W|W|D|D|D|D|D, Q|W|W",Cancelled(Order Timed)
LRCX,Short,40 Min,7.0,242.76,243.76,19,0,0,243.51,Q|W|D|D|D|D,0,68,0,0,2026-01-29,11:20:00,,,,,False,237.01375000000002,4,"pdh, D r1, W r2, Q|W|D|D|D|D",Order Cancelled
PLTR,Short,40 Min,29.0,151.5,152.5,31,0,0,152.25,W s3,0,55,0,0,2026-01-29,11:20:00,,,,,False,145.355,2,"D s2, W s3",Cancelled(Order Timed)
TSM,Short,40 Min,13.0,343.55,344.55,14,0,0,344.3,Q|M|M|W|W|W|pdh|pdl|D|D|D|D|D|D|D,0,19,0,0,2026-01-29,11:23:00,,,,,False,327.75124999999997,18,"pdo, pdc, pdh, pdl, D pp1, D r1, D s1, W r1, Q r2, Q|M|W|W|W|pdo|pdc|pdh|pdl|D|D|D|D|D|D|D, Q|M|W|W|W|pdc|pdh|pdl|D|D|D|D|D|D|D, Q|M|M|W|W|W|pdh|pdl|D|D|D|D|D|D|D, Q|M|W|W|pdl|D|D|D|D|D|D|D, Q|M|W|W|W|D|D|D|D|D|D|D, Q|M|M|W|W|W|D|D|D|D|D|D, Q|M|W|W|D|D|D|D|D, Q|M|W|W, Q|M",Cancelled(Order Timed)
AVGO,Short,40 Min,33.0,332.4,333.4,14,0,0,333.15,W|W|pdc|pdh|pdl|D|D|D,0,27,0,0,2026-01-29,11:25:00,,,,,False,319.55625,4,"pdc, D pp1, W|W|pdc|pdh|pdl|D|D|D, W|W|D|D|D",Cancelled(Order Timed)
MSFT,Long,40 Min,37.0,414.39,413.39,11,0,0,413.64,W s3,0,24,0,0,2026-01-29,11:26:00,,,,,False,423.15250000000003,1,W s3,Cancelled(Order Timed)
IREN,Short,40 Min,33.0,59.36,60.36,80,0,0,60.11,W|pdo|pdl|D|D|D,0,64,0,0,2026-01-29,11:26:00,,,,,False,55.378750000000004,7,"pdo, pdl, D s1, W r1, W|pdo|pdl|D|D|D, W|pdl|D|D, W|D",Cancelled(Order Timed)
MU,Short,40 Min,15.0,440.05,441.05,10,0,0,440.8,Y|M|W|pdh|D|D|D,0,23,0,0,2026-01-29,11:28:00,,,,,False,421.09999999999997,5,"pdc, pdh, D r1, W r2, Y|M|W|pdh|D|D|D",Cancelled(Order Timed)
SNDK,Short,40 Min,9.0,556.29,557.29,8,0,0,557.04,Q|W|D,0,17,0,0,2026-01-29,11:45:00,,,,,False,533.899925,4,"D r2, Q r4, Q|W|D, Q|W",Cancelled(Order Timed)
KXIN,Short,40 Min,13.0,14.96,15.96,307,0,0,15.71,W r2,0,72,0,0,2026-01-29,11:46:00,,,,,False,12.250550000000002,1,W r2,Cancelled(Order Timed)
GOOGL,Short,40 Min,39.0,334.9,335.9,14,0,0,335.65,M|M|W|W|W|pdo|pdc|pdh|pdl|D|D|D|D|D|D|D|D,0,38,0,0,2026-01-29,11:46:00,,,,,False,326.38125,17,"pdo, pdc, pdh, D pp1, D r1, D r2, D r3, W r1, W r2, M r2, M|M|W|W|W|pdo|pdc|pdh|pdl|D|D|D|D|D|D|D|D, M|M|W|W|W|pdc|pdh|pdl|D|D|D|D|D|D|D|D, M|M|W|W|W|D|D|D|D|D|D|D|D|D, Q|M|W|W|W|D|D|D|D|D|D|D, Q|M|W|W|W|D|D|D|D, M|M|W|W, Q|M",Cancelled(Order Timed)
TSLA,Short,5 Min,4.0,430.38,431.38,11,0,0,431.13,Q|M|W|W|pdl|D|D|D|D|D|D|D|D,0,21,0,0,2026-01-29,12:02:00,,,,,False,418.1675,14,"pdo, pdc, pdh, pdl, D pp1, D r1, D s1, W s1, Q|W|W|pdh|pdl|D|D|D|D|D|D|D, Q|M|W|W|pdl|D|D|D|D|D|D|D|D, Q|W|W|D|D|D|D|D|D|D, Q|W|W|D|D|D|D|D|D, M|W|W|D|D|D|D|D, Q|W|W",Cancelled(Order Timed)
MU,Short,40 Min,22.0,446.98,447.98,10,0,0,447.73,Y|W|D|D,0,16,0,0,2026-01-29,11:59:00,,,,,False,425.815,5,"pdh, D r1, W r2, Y|W|D|D, Y|W",Cancelled(Order Timed)
TSLA,Short,40 Min,21.0,435.7,436.7,11,0,0,436.45,Q|W|W|pdh|pdl|D|D|D|D|D|D|D,0,21,0,0,2026-01-29,12:19:00,,,,,False,417.33140000000003,12,"pdo, pdc, pdh, pdl, D pp1, D r1, D s1, W pp1, Q|W|W|pdh|pdl|D|D|D|D|D|D|D, Q|W|W|D|D|D|D|D|D|D, Q|W|W|D|D|D|D|D|D, Q|W|W",Cancelled(Order Timed)
AMD,Short,40 Min,21.0,249.99,250.99,19,0,0,250.74,M|W|pdl|D|D|D|D|D,0,54,0,0,2026-01-29,12:21:00,,,,,False,243.31500000000003,4,"pdl, D s1, W pp1, M|W|pdl|D|D|D|D|D",Cancelled(Order Timed)
GOOGL,Short,40 Min,24.0,336.98,337.98,14,0,0,337.73,Q|M|W|W|W|D|D|D|D|D|D|D,0,42,0,0,2026-01-29,12:24:00,,,,,False,328.9175,13,"pdh, D r1, D r2, D r3, D r4, W r2, M r2, Q|M|W|W|W|D|D|D|D|D|D|D, Q|M|W|W|W|D|D|D|D, Q|M|M|W|W|W|D|D, Q|M|M|W|W|W|D, Q|M|M|W|W, Q|M",Cancelled(Order Timed)
